row_operation,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
Battle of Sangin (2010)_Q4872292,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Battle of Sangin (2010)_Q4872292,NA,NA,NA
Fall of Sangin_Q30686667,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Fall of Sangin_Q30686667,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Friendly fire incident at Sangin_Q2889117,NA,NA,NA
Operation Achilles_Q1616794,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Achilles_Q1616794,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Blue Sword_,NA,NA,NA
Operation Eagle Fury_Q7097022,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Eagle Fury_Q7097022,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Eagle's Eye_,NA,NA,NA
Operation Eagle's Summit_Q3354694,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Eagle's Summit_Q3354694,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Godfather_,NA,NA,NA
Operation Hammer (Afghanistan)_Q3030335,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Hammer (Afghanistan)_Q3030335,NA,NA,NA
Operation Kaika_Q3354740,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Kaika_Q3354740,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Khanjar_,NA,NA,NA
Operation Moshtarak_Q843588,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Moshtarak_Q843588,NA,NA,NA
Operation Mountain Fury_Q909414,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Mountain Fury_Q909414,NA,NA,NA
Operation Mountain Thrust_Q609978,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Mountain Thrust_Q609978,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Palk Wahel_,NA,NA,NA
Operation Panther's Claw_Q3354803,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Panther's Claw_Q3354803,NA,NA,NA
Operation Pickaxe-Handle_Q7097394,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Pickaxe-Handle_Q7097394,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Roadhouse_,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Silicon_,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Sond Chara_,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Operation Tor Shpa'h_,NA,NA,NA
September 2012 raid on Camp Bastion_Q15276208,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,September 2012 raid on Camp Bastion_Q15276208,NA,NA,NA
Siege of Musa Qala_Q7510253,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Siege of Musa Qala_Q7510253,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Siege of Sangin_Q3030036,NA,NA,NA
Operation Champion Sword_Q7096884,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Operation Champion Sword_Q7096884,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Operation Zafar_,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Operation Zafar 2_,NA,NA,NA,NA
Operation Red Wings_Q3354826,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Korangal Valley campaign_Q6431406,Operation Red Wings_Q3354826,NA,NA,NA,NA
Operation Rock Avalanche_Q2026322,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Korangal Valley campaign_Q6431406,Operation Rock Avalanche_Q2026322,NA,NA,NA,NA
Mano Gai airstrike_Q6751071,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Mano Gai airstrike_Q6751071,NA,NA,NA,NA,NA
Mohmand Valley raid_Q60770016,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Mohmand Valley raid_Q60770016,NA,NA,NA,NA,NA
Night raid on Narang_Q6965344,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Night raid on Narang_Q6965344,NA,NA,NA,NA,NA
Operation Anaconda_Q1476042,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Anaconda_Q1476042,Battle of Takur Ghar_Q4872492,NA,NA,NA,NA
Operation Asbury Park_Q7096764,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Asbury Park_Q7096764,NA,NA,NA,NA,NA
Operation Avalanche (Afghanistan)_Q7096775,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Avalanche (Afghanistan)_Q7096775,NA,NA,NA,NA,NA
Operation Bulldog Bite_Q7096856,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Bulldog Bite_Q7096856,NA,NA,NA,NA,NA
Operation Crescent Wind_Q7096941,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Crescent Wind_Q7096941,NA,NA,NA,NA,NA
Operation Dragon Strike_Q2026053,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Dragon Strike_Q2026053,NA,NA,NA,NA,NA
Operation Hammer Down_Q30589255,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Hammer Down_Q30589255,NA,NA,NA,NA,NA
Operation Harekate Yolo_Q1511923,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Harekate Yolo_Q1511923,NA,NA,NA,NA,NA
Operation Harpoon (2002)_Q2396979,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Harpoon (2002)_Q2396979,NA,NA,NA,NA,NA
Operation Haven Denial_Q7097122,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Haven Denial_Q7097122,NA,NA,NA,NA,NA
Operation Jacana_Q3354735,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Jacana_Q3354735,Operation Buzzard_,NA,NA,NA,NA
Operation Jacana_Q3354735,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Jacana_Q3354735,Operation Ptarmigan_,NA,NA,NA,NA
Operation Jacana_Q3354735,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Jacana_Q3354735,Operation Snipe_,NA,NA,NA,NA
Operation Karez_Q1518797,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Karez_Q1518797,NA,NA,NA,NA,NA
Operation Mongoose (2003)_Q65076683,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Mongoose (2003)_Q65076683,NA,NA,NA,NA,NA
Operation Mountain Resolve_Q7097302,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Mountain Resolve_Q7097302,NA,NA,NA,NA,NA
Operation Mountain Viper_Q5473413,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Mountain Viper_Q5473413,NA,NA,NA,NA,NA
Operation Perth_Q4744313,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Perth_Q4744313,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Raptor_,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Relentless Strike_,NA,NA,NA,NA,NA
Operation Rhino_Q3417667,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Rhino_Q3417667,NA,NA,NA,NA,NA
Operation Septentrion_Q3354840,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Septentrion_Q3354840,NA,NA,NA,NA,NA
Operation Tar Heels_Q7097613,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Tar Heels_Q7097613,NA,NA,NA,NA,NA
Operation Valiant Strike_Q7097684,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Valiant Strike_Q7097684,NA,NA,NA,NA,NA
Operation Warrior Sweep_Q7097704,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Warrior Sweep_Q7097704,NA,NA,NA,NA,NA
Operation Whalers_Q7097713,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Operation Whalers_Q7097713,NA,NA,NA,NA,NA
Oruzgan police station attack of January 2002_Q7105180,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Oruzgan police station attack of January 2002_Q7105180,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Pakistan–United States skirmishes_Q7125993,2011 NATO attack in Pakistan_Q543279,NA,NA,NA,NA
Raid on Khataba_Q6400879,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Raid on Khataba_Q6400879,NA,NA,NA,NA,NA
Raid on Kunar_Q6444187,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Raid on Kunar_Q6444187,NA,NA,NA,NA,NA
2017 Sangin airstrike_Q30323833,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Resolute Support Mission_Q18651204,Operation Freedom's Sentinel_Q21296923,2017 Sangin airstrike_Q30323833,NA,NA,NA
Operation Freedom's Sentinel_Q21296923,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Resolute Support Mission_Q18651204,Operation Freedom's Sentinel_Q21296923,Battle of Boz Qandahari_Q28223860,NA,NA,NA
Kunduz hospital airstrike_Q21057198,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Resolute Support Mission_Q18651204,Operation Freedom's Sentinel_Q21296923,Battle of Kunduz_Q21030182,Kunduz hospital airstrike_Q21057198,NA,NA
Operation Freedom's Sentinel_Q21296923,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Resolute Support Mission_Q18651204,Operation Freedom's Sentinel_Q21296923,Battle of Tora Bora (2017)_Q30304278,NA,NA,NA
Operation Freedom's Sentinel_Q21296923,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Resolute Support Mission_Q18651204,Operation Freedom's Sentinel_Q21296923,Battle of Farah_Q54321840,NA,NA,NA
Ghazni offensive_Q56085424,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Resolute Support Mission_Q18651204,Operation Freedom's Sentinel_Q21296923,Ghazni offensive_Q56085424,NA,NA,NA
Nangarhar Offensive (2016)_Q23039091,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Resolute Support Mission_Q18651204,Operation Freedom's Sentinel_Q21296923,Nangarhar Offensive (2016)_Q23039091,NA,NA,NA
Shah Wali Kot Offensive_Q2083522,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Shah Wali Kot Offensive_Q2083522,NA,NA,NA,NA,NA
Siege of Kunduz_Q3485911,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Siege of Kunduz_Q3485911,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Tarnak Farm incident_Q2783811,NA,NA,NA,NA,NA
Battle of Tarinkot_Q4872509,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,United States invasion of Afghanistan_Q19646470,Battle of Tarinkot_Q4872509,NA,NA,NA,NA
Battle of Tora Bora_Q2237280,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,United States invasion of Afghanistan_Q19646470,Battle of Tora Bora_Q2237280,NA,NA,NA,NA
Fall of Kabul_Q5432157,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,United States invasion of Afghanistan_Q19646470,Fall of Kabul_Q5432157,NA,NA,NA,NA
Raid on Hazar Qadam_Q5687552,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,United States invasion of Afghanistan_Q19646470,Raid on Hazar Qadam_Q5687552,NA,NA,NA,NA
Uruzgan helicopter attack_Q8207886,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Uruzgan helicopter attack_Q8207886,NA,NA,NA,NA,NA
Wech Baghtu wedding party airstrike_Q7979006,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Wech Baghtu wedding party airstrike_Q7979006,NA,NA,NA,NA,NA
Baghar China airstrike_Q4841775,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,Baghar China airstrike_Q4841775,NA,NA,NA,NA,NA
,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,drone attacks in Pakistan_Q1260080,2009 Makeen airstrike _Q4614248,NA,NA,NA,NA
Chenagai airstrike_Q5091023,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,drone attacks in Pakistan_Q1260080,Chenagai airstrike_Q5091023,NA,NA,NA,NA
,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,drone attacks in Pakistan_Q1260080,Damadola airstrike_Q3893040,NA,NA,NA,NA
Datta Khel airstrike_Q5227745,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,drone attacks in Pakistan_Q1260080,Datta Khel airstrike_Q5227745,NA,NA,NA,NA
Laghman airstrikes_Q6472107,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,drone attacks in Pakistan_Q1260080,Laghman airstrikes_Q6472107,NA,NA,NA,NA
Miramshah airstrike_Q12327344,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,drone attacks in Pakistan_Q1260080,Miramshah airstrike_Q12327344,NA,NA,NA,NA
Shrawangai Nazarkhel airstrike_Q7503440,intervention,War on Terror_Q185729,War in North-West Pakistan_Q179275,drone attacks in Pakistan_Q1260080,Shrawangai Nazarkhel airstrike_Q7503440,NA,NA,NA,NA
Abyan conflict_Q32634886,intervention,Yemeni Crisis_Q15946570,Yemeni Civil War (2015–present)_Q19686631,Abyan conflict_Q32634886,NA,NA,NA,NA,NA
NA,intervention,Yemeni Crisis_Q15946570,Yemeni Civil War (2015–present)_Q19686631,Al-Qaeda insurgency in Yemen_Q286436,NA,NA,NA,NA,NA
Hadramaut Insurgency_Q30682487,intervention,Yemeni Crisis_Q15946570,Yemeni Civil War (2015–present)_Q19686631,Hadramaut Insurgency_Q30682487,NA,NA,NA,NA,NA
Raid on Al Hathla_Q30089867,intervention,Yemeni Crisis_Q15946570,Yemeni Civil War (2015–present)_Q19686631,Raid on Al Hathla_Q30089867,NA,NA,NA,NA,NA
Raid on Yakla_Q28716912,intervention,Yemeni Crisis_Q15946570,Yemeni Civil War (2015–present)_Q19686631,Raid on Yakla_Q28716912,NA,NA,NA,NA,NA
Battle of Al Mukalla (2016)_Q23935847,intervention,Yemeni Crisis_Q15946570,Yemeni Civil War (2015–present)_Q19686631,Saudi Arabian-led intervention in Yemen_Q19682450,Battle of Al Mukalla (2016)_Q23935847,NA,NA,NA,NA
Shabwah Governorate offensive_Q23022688,intervention,Yemeni Crisis_Q15946570,Yemeni Civil War (2015–present)_Q19686631,Shabwah Governorate offensive_Q23022688,NA,NA,NA,NA,NA
Implementation Force_Q313577,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Implementation Force_Q313577,NA,NA,NA,NA
Operation Deliberate Force_Q160774,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Operation Deliberate Force_Q160774,NA,NA,NA,NA
Operation Maritime Guard_Q971510,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Operation Maritime Guard_Q971510,NA,NA,NA,NA
Operation Maritime Monitor_Q321054,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Operation Maritime Monitor_Q321054,NA,NA,NA,NA
Operation Sharp Guard_Q472398,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Operation Sharp Guard_Q472398,NA,NA,NA,NA
Operation Sky Monitor_Q1000306,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Operation Sky Monitor_Q1000306,NA,NA,NA,NA
Operation Deny Flight_Q567343,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Stabilisation Force in Bosnia and Herzegovina_Q313440,Operation Deny Flight_Q567343,1995 Pale air strikes_Q48799393,NA,NA
Operation Deny Flight_Q567343,intervention,Yugoslav Wars_Q242352,Bosnian War_Q181533,NATO intervention in Bosnia and Herzegovina_Q1091051,Stabilisation Force in Bosnia and Herzegovina_Q313440,Operation Deny Flight_Q567343,Banja Luka incident_Q1984410,NA,NA
